Date,country_region,retail_recreation_change,grocery_pharmacy_change,parks_change,transit_change,workplaces_change,residential_change
2021-06-11,United Arab Emirates,-8.0,19.0,-43.0,-33.0,-5.0,7.0
2021-06-12,United Arab Emirates,-6.0,20.0,-37.0,-30.0,-4.0,6.0
2021-06-13,United Arab Emirates,-3.0,23.0,-29.0,-26.0,-10.0,7.0
2021-06-14,United Arab Emirates,-5.0,22.0,-32.0,-28.0,-11.0,7.0
2021-06-15,United Arab Emirates,-6.0,20.0,-31.0,-28.0,-10.0,7.0
2021-06-16,United Arab Emirates,-5.0,20.0,-31.0,-28.0,-11.0,7.0
2021-06-17,United Arab Emirates,-7.0,18.0,-33.0,-29.0,-12.0,7.0
2021-06-18,United Arab Emirates,-12.0,13.0,-44.0,-35.0,-8.0,7.0
2021-06-19,United Arab Emirates,-9.0,14.0,-39.0,-31.0,-6.0,5.0
2021-06-20,United Arab Emirates,-5.0,20.0,-31.0,-27.0,-12.0,7.0
2021-06-21,United Arab Emirates,-8.0,16.0,-35.0,-30.0,-13.0,7.0
2021-06-22,United Arab Emirates,-8.0,16.0,-33.0,-30.0,-12.0,7.0
2021-06-23,United Arab Emirates,-8.0,16.0,-35.0,-29.0,-12.0,7.0
2021-06-24,United Arab Emirates,-6.0,18.0,-34.0,-28.0,-11.0,8.0
2021-06-25,United Arab Emirates,-12.0,13.0,-45.0,-35.0,-7.0,7.0
2021-06-26,United Arab Emirates,-7.0,16.0,-38.0,-30.0,-4.0,5.0
2021-06-27,United Arab Emirates,-3.0,22.0,-30.0,-26.0,-10.0,6.0
2021-06-28,United Arab Emirates,-5.0,20.0,-33.0,-28.0,-11.0,6.0
2021-06-29,United Arab Emirates,-7.0,18.0,-34.0,-29.0,-12.0,6.0
2021-06-30,United Arab Emirates,-4.0,22.0,-35.0,-28.0,-12.0,5.0
2021-07-01,United Arab Emirates,-2.0,25.0,-35.0,-23.0,-12.0,7.0
2021-07-02,United Arab Emirates,-7.0,19.0,-46.0,-29.0,-6.0,6.0
2021-07-03,United Arab Emirates,-4.0,22.0,-39.0,-25.0,-4.0,5.0
2021-07-04,United Arab Emirates,-1.0,27.0,-31.0,-23.0,-12.0,6.0
2021-07-05,United Arab Emirates,-4.0,23.0,-34.0,-26.0,-12.0,7.0
2021-07-06,United Arab Emirates,-4.0,23.0,-34.0,-27.0,-13.0,7.0
2021-07-07,United Arab Emirates,-4.0,22.0,-35.0,-26.0,-13.0,7.0
2021-07-08,United Arab Emirates,-4.0,22.0,-35.0,-26.0,-13.0,8.0
2021-07-09,United Arab Emirates,-10.0,16.0,-48.0,-31.0,-5.0,7.0
2021-07-10,United Arab Emirates,-6.0,19.0,-40.0,-26.0,-4.0,5.0
2021-07-11,United Arab Emirates,-3.0,23.0,-33.0,-25.0,-13.0,7.0
2021-07-12,United Arab Emirates,-6.0,20.0,-36.0,-27.0,-15.0,7.0
2021-07-13,United Arab Emirates,-6.0,21.0,-35.0,-27.0,-15.0,7.0
2021-07-14,United Arab Emirates,-5.0,22.0,-37.0,-27.0,-14.0,7.0
2021-07-15,United Arab Emirates,-6.0,20.0,-38.0,-26.0,-14.0,8.0
2021-07-16,United Arab Emirates,-13.0,14.0,-49.0,-31.0,-3.0,7.0
2021-07-17,United Arab Emirates,-7.0,16.0,-38.0,-27.0,-3.0,4.0
2021-07-18,United Arab Emirates,6.0,33.0,-29.0,-22.0,-16.0,5.0
2021-07-19,United Arab Emirates,2.0,44.0,-35.0,-36.0,-56.0,18.0
2021-07-20,United Arab Emirates,-4.0,23.0,-2.0,-36.0,-72.0,20.0
2021-07-21,United Arab Emirates,-2.0,23.0,-3.0,-40.0,-68.0,20.0
2021-07-22,United Arab Emirates,-12.0,11.0,-21.0,-44.0,-59.0,21.0
2021-07-23,United Arab Emirates,-23.0,-2.0,-45.0,-40.0,-6.0,8.0
2021-07-24,United Arab Emirates,-17.0,5.0,-43.0,-33.0,-5.0,6.0
2021-07-25,United Arab Emirates,-10.0,14.0,-34.0,-29.0,-14.0,8.0
2021-07-26,United Arab Emirates,-11.0,13.0,-37.0,-31.0,-15.0,8.0
2021-07-27,United Arab Emirates,-10.0,15.0,-36.0,-32.0,-15.0,7.0
2021-07-28,United Arab Emirates,-9.0,15.0,-37.0,-31.0,-14.0,7.0
2021-07-29,United Arab Emirates,-10.0,15.0,-39.0,-30.0,-14.0,8.0
2021-07-30,United Arab Emirates,-17.0,8.0,-51.0,-37.0,-2.0,7.0
2021-07-31,United Arab Emirates,-11.0,13.0,-44.0,-30.0,-3.0,5.0
2021-08-01,United Arab Emirates,-5.0,21.0,-34.0,-27.0,-14.0,7.0
2021-08-02,United Arab Emirates,-8.0,18.0,-37.0,-30.0,-15.0,7.0
2021-08-03,United Arab Emirates,-8.0,18.0,-36.0,-30.0,-15.0,7.0
2021-08-04,United Arab Emirates,-8.0,17.0,-37.0,-30.0,-15.0,7.0
2021-08-05,United Arab Emirates,-9.0,16.0,-39.0,-30.0,-14.0,8.0
2021-08-06,United Arab Emirates,-15.0,10.0,-51.0,-35.0,-4.0,7.0
2021-08-07,United Arab Emirates,-11.0,13.0,-43.0,-31.0,-4.0,5.0
2021-08-08,United Arab Emirates,-6.0,18.0,-34.0,-27.0,-14.0,7.0
2021-08-09,United Arab Emirates,-8.0,16.0,-38.0,-29.0,-15.0,7.0
2021-08-10,United Arab Emirates,-8.0,16.0,-37.0,-28.0,-15.0,7.0
2021-08-11,United Arab Emirates,-2.0,22.0,-36.0,-25.0,-15.0,5.0
2021-08-12,United Arab Emirates,-7.0,21.0,-36.0,-41.0,-55.0,20.0
2021-08-13,United Arab Emirates,-17.0,7.0,-49.0,-36.0,-7.0,7.0
2021-08-14,United Arab Emirates,-12.0,11.0,-43.0,-30.0,-6.0,5.0
2021-08-15,United Arab Emirates,-6.0,18.0,-35.0,-25.0,-14.0,7.0
2021-08-16,United Arab Emirates,-9.0,15.0,-38.0,-28.0,-16.0,7.0
2021-08-17,United Arab Emirates,-8.0,17.0,-36.0,-28.0,-16.0,7.0
2021-08-18,United Arab Emirates,-9.0,16.0,-36.0,-28.0,-15.0,7.0
2021-08-19,United Arab Emirates,-9.0,17.0,-38.0,-28.0,-15.0,8.0
2021-08-20,United Arab Emirates,-15.0,12.0,-48.0,-33.0,-5.0,7.0
2021-08-21,United Arab Emirates,-9.0,14.0,-39.0,-28.0,-8.0,5.0
2021-08-22,United Arab Emirates,-6.0,17.0,-33.0,-25.0,-13.0,7.0
2021-08-23,United Arab Emirates,-8.0,15.0,-36.0,-28.0,-14.0,7.0
2021-08-24,United Arab Emirates,-7.0,16.0,-34.0,-27.0,-14.0,6.0
2021-08-25,United Arab Emirates,-5.0,18.0,-36.0,-26.0,-13.0,6.0
2021-08-26,United Arab Emirates,-4.0,20.0,-37.0,-25.0,-13.0,7.0
2021-08-27,United Arab Emirates,-8.0,16.0,-47.0,-31.0,-5.0,6.0
2021-08-28,United Arab Emirates,-4.0,22.0,-41.0,-26.0,-5.0,4.0
2021-08-29,United Arab Emirates,0.0,26.0,-32.0,-22.0,-12.0,6.0
2021-08-30,United Arab Emirates,-3.0,23.0,-34.0,-24.0,-13.0,6.0
2021-08-31,United Arab Emirates,-2.0,25.0,-33.0,-23.0,-13.0,5.0
2021-09-01,United Arab Emirates,0.0,27.0,-34.0,-22.0,-13.0,5.0
2021-09-02,United Arab Emirates,0.0,26.0,-34.0,-22.0,-12.0,6.0
2021-09-03,United Arab Emirates,-4.0,23.0,-43.0,-26.0,-6.0,6.0
2021-09-04,United Arab Emirates,0.0,27.0,-37.0,-23.0,-6.0,4.0
2021-09-05,United Arab Emirates,2.0,29.0,-29.0,-20.0,-12.0,5.0
2021-09-06,United Arab Emirates,-1.0,25.0,-33.0,-22.0,-13.0,5.0
2021-09-07,United Arab Emirates,-2.0,25.0,-32.0,-22.0,-13.0,5.0
2021-09-08,United Arab Emirates,-1.0,25.0,-33.0,-22.0,-12.0,5.0
2021-09-09,United Arab Emirates,0.0,26.0,-33.0,-21.0,-12.0,5.0
2021-09-10,United Arab Emirates,-4.0,22.0,-42.0,-26.0,-7.0,6.0
2021-09-11,United Arab Emirates,-1.0,25.0,-35.0,-22.0,-6.0,4.0
2021-09-12,United Arab Emirates,2.0,28.0,-27.0,-18.0,-11.0,5.0
2021-09-13,United Arab Emirates,-1.0,24.0,-30.0,-21.0,-12.0,5.0
2021-09-14,United Arab Emirates,-1.0,25.0,-29.0,-21.0,-13.0,5.0
2021-09-15,United Arab Emirates,0.0,26.0,-31.0,-20.0,-12.0,5.0
2021-09-16,United Arab Emirates,1.0,26.0,-29.0,-17.0,-12.0,5.0
2021-09-17,United Arab Emirates,-2.0,24.0,-39.0,-23.0,-8.0,6.0
2021-09-18,United Arab Emirates,0.0,25.0,-34.0,-20.0,-7.0,4.0
2021-09-19,United Arab Emirates,2.0,27.0,-25.0,-17.0,-11.0,5.0
2021-09-20,United Arab Emirates,-1.0,24.0,-29.0,-18.0,-11.0,5.0
2021-09-21,United Arab Emirates,-1.0,24.0,-27.0,-19.0,-11.0,5.0
2021-09-22,United Arab Emirates,0.0,24.0,-28.0,-18.0,-8.0,5.0
2021-09-23,United Arab Emirates,2.0,26.0,-24.0,-15.0,-8.0,5.0
2021-09-24,United Arab Emirates,-1.0,22.0,-35.0,-20.0,-5.0,5.0
2021-09-25,United Arab Emirates,1.0,25.0,-31.0,-16.0,-4.0,4.0
2021-09-26,United Arab Emirates,4.0,29.0,-24.0,-13.0,-7.0,4.0
2021-09-27,United Arab Emirates,3.0,28.0,-26.0,-15.0,-8.0,4.0
2021-09-28,United Arab Emirates,3.0,29.0,-26.0,-15.0,-8.0,4.0
2021-09-29,United Arab Emirates,5.0,31.0,-27.0,-14.0,-8.0,4.0
2021-09-30,United Arab Emirates,7.0,32.0,-25.0,-9.0,-7.0,4.0
2021-10-01,United Arab Emirates,6.0,32.0,-30.0,-9.0,-4.0,4.0
2021-10-02,United Arab Emirates,8.0,36.0,-28.0,-8.0,-4.0,3.0
2021-10-03,United Arab Emirates,10.0,38.0,-20.0,-6.0,-6.0,4.0
2021-10-04,United Arab Emirates,7.0,34.0,-22.0,-9.0,-8.0,4.0
2021-10-05,United Arab Emirates,6.0,34.0,-22.0,-9.0,-8.0,4.0
2021-10-06,United Arab Emirates,7.0,34.0,-23.0,-9.0,-6.0,4.0
2021-10-07,United Arab Emirates,8.0,33.0,-20.0,-6.0,-6.0,4.0
2021-10-08,United Arab Emirates,6.0,32.0,-25.0,-6.0,-5.0,4.0
2021-10-09,United Arab Emirates,8.0,34.0,-25.0,-6.0,-4.0,3.0
2021-10-10,United Arab Emirates,10.0,37.0,-18.0,-3.0,-5.0,4.0
2021-10-11,United Arab Emirates,7.0,34.0,-19.0,-5.0,-5.0,4.0
2021-10-12,United Arab Emirates,7.0,35.0,-17.0,-6.0,-5.0,4.0
2021-10-13,United Arab Emirates,8.0,35.0,-18.0,-6.0,-5.0,4.0
2021-10-14,United Arab Emirates,9.0,35.0,-15.0,-4.0,-5.0,4.0
2021-10-15,United Arab Emirates,6.0,31.0,-18.0,-2.0,-4.0,4.0
2021-10-16,United Arab Emirates,8.0,34.0,-19.0,-3.0,-3.0,3.0
2021-10-17,United Arab Emirates,12.0,38.0,-11.0,0.0,-6.0,4.0
2021-10-18,United Arab Emirates,9.0,34.0,-13.0,-3.0,-7.0,4.0
2021-10-19,United Arab Emirates,10.0,34.0,-12.0,-3.0,-8.0,4.0
2021-10-20,United Arab Emirates,18.0,41.0,-6.0,3.0,-7.0,2.0
2021-10-21,United Arab Emirates,16.0,44.0,18.0,-11.0,-56.0,17.0
2021-10-22,United Arab Emirates,5.0,29.0,-6.0,-3.0,-5.0,3.0
2021-10-23,United Arab Emirates,6.0,32.0,-14.0,-3.0,-2.0,3.0
2021-10-24,United Arab Emirates,8.0,32.0,-12.0,-1.0,-4.0,4.0
2021-10-25,United Arab Emirates,8.0,35.0,-12.0,-3.0,-4.0,4.0
2021-10-26,United Arab Emirates,9.0,35.0,-11.0,-3.0,-4.0,4.0
2021-10-27,United Arab Emirates,12.0,39.0,-11.0,-1.0,-3.0,3.0
2021-10-28,United Arab Emirates,13.0,40.0,-5.0,0.0,-3.0,3.0
2021-10-29,United Arab Emirates,10.0,35.0,-8.0,1.0,0.0,3.0
2021-10-30,United Arab Emirates,13.0,41.0,-11.0,3.0,0.0,2.0
2021-10-31,United Arab Emirates,17.0,45.0,-7.0,5.0,-2.0,3.0
2021-11-01,United Arab Emirates,15.0,45.0,-9.0,2.0,-3.0,3.0
2021-11-02,United Arab Emirates,17.0,48.0,-8.0,2.0,-3.0,3.0
2021-11-03,United Arab Emirates,16.0,45.0,-8.0,3.0,-3.0,3.0
2021-11-04,United Arab Emirates,18.0,45.0,-1.0,4.0,-6.0,5.0
2021-11-05,United Arab Emirates,13.0,37.0,-3.0,2.0,-2.0,3.0
2021-11-06,United Arab Emirates,14.0,40.0,-7.0,3.0,-1.0,3.0
2021-11-07,United Arab Emirates,17.0,44.0,-2.0,7.0,-2.0,4.0
2021-11-08,United Arab Emirates,14.0,40.0,-5.0,4.0,-3.0,4.0
2021-11-09,United Arab Emirates,15.0,41.0,-2.0,3.0,-3.0,4.0
2021-11-10,United Arab Emirates,16.0,42.0,-3.0,5.0,-2.0,3.0
2021-11-11,United Arab Emirates,16.0,39.0,2.0,6.0,-2.0,4.0
2021-11-12,United Arab Emirates,17.0,39.0,4.0,7.0,1.0,2.0
2021-11-13,United Arab Emirates,16.0,40.0,-2.0,7.0,0.0,3.0
2021-11-14,United Arab Emirates,19.0,43.0,2.0,12.0,-1.0,4.0
2021-11-15,United Arab Emirates,16.0,41.0,-1.0,9.0,-2.0,4.0
2021-11-16,United Arab Emirates,17.0,42.0,2.0,8.0,-2.0,4.0
2021-11-17,United Arab Emirates,17.0,42.0,1.0,7.0,-2.0,4.0
2021-11-18,United Arab Emirates,17.0,41.0,6.0,10.0,-2.0,4.0
2021-11-19,United Arab Emirates,13.0,38.0,7.0,7.0,3.0,3.0
2021-11-20,United Arab Emirates,14.0,39.0,0.0,7.0,3.0,3.0
2021-11-21,United Arab Emirates,18.0,43.0,4.0,10.0,0.0,4.0
2021-11-22,United Arab Emirates,15.0,40.0,1.0,6.0,-1.0,4.0
2021-11-23,United Arab Emirates,15.0,41.0,2.0,5.0,-1.0,4.0
2021-11-24,United Arab Emirates,17.0,42.0,2.0,6.0,0.0,4.0
2021-11-25,United Arab Emirates,19.0,44.0,7.0,11.0,-1.0,4.0
2021-11-26,United Arab Emirates,19.0,44.0,8.0,16.0,5.0,2.0
2021-11-27,United Arab Emirates,20.0,45.0,2.0,12.0,5.0,2.0
2021-11-28,United Arab Emirates,24.0,51.0,7.0,14.0,0.0,3.0
2021-11-29,United Arab Emirates,22.0,46.0,5.0,11.0,-1.0,3.0
2021-11-30,United Arab Emirates,30.0,56.0,14.0,16.0,-2.0,1.0
2021-12-01,United Arab Emirates,42.0,74.0,60.0,5.0,-52.0,11.0
2021-12-02,United Arab Emirates,30.0,55.0,86.0,4.0,-62.0,15.0
2021-12-03,United Arab Emirates,15.0,38.0,20.0,11.0,1.0,1.0
2021-12-04,United Arab Emirates,16.0,41.0,3.0,10.0,2.0,3.0
2021-12-05,United Arab Emirates,22.0,50.0,7.0,15.0,0.0,4.0
2021-12-06,United Arab Emirates,19.0,46.0,3.0,10.0,-1.0,4.0
2021-12-07,United Arab Emirates,19.0,47.0,5.0,9.0,0.0,4.0
2021-12-08,United Arab Emirates,22.0,48.0,6.0,10.0,2.0,4.0
2021-12-09,United Arab Emirates,18.0,44.0,9.0,11.0,2.0,4.0
2021-12-10,United Arab Emirates,14.0,41.0,12.0,10.0,11.0,3.0
2021-12-11,United Arab Emirates,18.0,42.0,9.0,11.0,8.0,3.0
2021-12-12,United Arab Emirates,25.0,50.0,18.0,14.0,-2.0,4.0
2021-12-13,United Arab Emirates,21.0,46.0,10.0,10.0,-3.0,5.0
2021-12-14,United Arab Emirates,21.0,47.0,12.0,10.0,-3.0,5.0
2021-12-15,United Arab Emirates,22.0,48.0,11.0,11.0,-2.0,5.0
2021-12-16,United Arab Emirates,20.0,45.0,12.0,11.0,-3.0,5.0
2021-12-17,United Arab Emirates,16.0,41.0,16.0,11.0,12.0,2.0
2021-12-18,United Arab Emirates,18.0,40.0,9.0,10.0,8.0,2.0
2021-12-19,United Arab Emirates,24.0,49.0,15.0,12.0,-4.0,5.0
2021-12-20,United Arab Emirates,21.0,45.0,12.0,8.0,-5.0,5.0
2021-12-21,United Arab Emirates,21.0,46.0,14.0,7.0,-5.0,5.0
2021-12-22,United Arab Emirates,23.0,48.0,12.0,8.0,-5.0,5.0
2021-12-23,United Arab Emirates,20.0,49.0,13.0,8.0,-5.0,6.0
2021-12-24,United Arab Emirates,15.0,44.0,11.0,8.0,14.0,2.0
2021-12-25,United Arab Emirates,17.0,38.0,13.0,6.0,1.0,3.0
2021-12-26,United Arab Emirates,25.0,48.0,17.0,8.0,-7.0,6.0
2021-12-27,United Arab Emirates,23.0,46.0,16.0,5.0,-7.0,6.0
2021-12-28,United Arab Emirates,24.0,48.0,18.0,5.0,-8.0,6.0
2021-12-29,United Arab Emirates,26.0,51.0,16.0,5.0,-8.0,6.0
2021-12-30,United Arab Emirates,23.0,53.0,16.0,6.0,-8.0,7.0
2021-12-31,United Arab Emirates,15.0,45.0,23.0,11.0,15.0,2.0
