Date,country_region,retail_recreation_change,grocery_pharmacy_change,parks_change,transit_change,workplaces_change,residential_change,mobility_drop_retail,mobility_drop_transit,mobility_drop_workplace,residential_increase,grocery_spike,severe_lockdown_behavior,partial_restrictions,num_posts,avg_compound,neg_fraction,pos_fraction,high_negative_sentiment,high_positive_sentiment,sentiment_shift_detected,sentiment_improved,sentiment_worsened,sentiment_volatility,fear_keywords_present,anger_mentioned,sadness_keywords_present,anxiety_keywords_present,dominant_emotion_fear,dominant_emotion,mixed_emotions,covid_topic_detected,lockdown_mentioned,vaccine_mentioned,health_concern,compliance_discussed,policy_governance_discussion,solidarity_messages,weekend,emotion_with_mobility_signal,emotion_mobility_mismatch,calm_mobile_baseline,dominant_emotion_fear_lag1,dominant_emotion_fear_lag3,dominant_emotion_fear_lag7,high_negative_sentiment_lag1,high_negative_sentiment_lag3,high_negative_sentiment_lag7,high_positive_sentiment_lag1,high_positive_sentiment_lag3,high_positive_sentiment_lag7,solidarity_messages_lag1,solidarity_messages_lag3,solidarity_messages_lag7,compliance_discussed_lag1,compliance_discussed_lag3,compliance_discussed_lag7,health_concern_lag1,health_concern_lag3,health_concern_lag7,sentiment_shift_detected_lag1,sentiment_shift_detected_lag3,sentiment_shift_detected_lag7,sentiment_worsened_lag1,sentiment_worsened_lag3,sentiment_worsened_lag7,sentiment_improved_lag1,sentiment_improved_lag3,sentiment_improved_lag7,lockdown_mentioned_lag1,lockdown_mentioned_lag3,lockdown_mentioned_lag7,vaccine_mentioned_lag1,vaccine_mentioned_lag3,vaccine_mentioned_lag7,policy_governance_discussion_lag1,policy_governance_discussion_lag3,policy_governance_discussion_lag7,fear_keywords_present_lag1,fear_keywords_present_lag3,fear_keywords_present_lag7,anxiety_keywords_present_lag1,anxiety_keywords_present_lag3,anxiety_keywords_present_lag7,grocery_spike_lead2,grocery_spike_lead7,mobility_drop_retail_lead2,mobility_drop_retail_lead7,mobility_drop_transit_lead2,mobility_drop_transit_lead7,mobility_drop_workplace_lead2,mobility_drop_workplace_lead7,residential_increase_lead2,residential_increase_lead7,severe_lockdown_behavior_lead2,severe_lockdown_behavior_lead7,partial_restrictions_lead2,partial_restrictions_lead7,sentiment_shift_detected_lead2,sentiment_shift_detected_lead7,sentiment_worsened_lead2,sentiment_worsened_lead7,sentiment_improved_lead2,sentiment_improved_lead7,high_negative_sentiment_lead2,high_negative_sentiment_lead7,high_positive_sentiment_lead2,high_positive_sentiment_lead7,solidarity_messages_lead2,solidarity_messages_lead7,compliance_discussed_lead2,compliance_discussed_lead7,vaccine_mentioned_lead2,vaccine_mentioned_lead7,health_concern_lead2,health_concern_lead7
2020-08-22,United Arab Emirates,-23.0,-9.0,-43.0,-44.0,-15.0,8.0,0,1,0,0,0,0,1,8.0,0.3829125,0.0,0.375,0.0,1.0,1.0,0.0,1.0,0.3773533736350452,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1
2020-08-23,United Arab Emirates,-19.0,1.0,-37.0,-53.0,-58.0,22.0,0,1,1,1,0,0,1,2.0,0.21075,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.21075,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0
2020-08-24,United Arab Emirates,-25.0,-10.0,-42.0,-42.0,-20.0,10.0,0,1,0,1,0,0,1,2.0,-0.5987,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0007,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08-25,United Arab Emirates,-24.0,-8.0,-41.0,-41.0,-21.0,10.0,0,1,0,1,0,0,1,4.0,-0.3918,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.5435643660138144,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
2020-08-26,United Arab Emirates,-23.0,-7.0,-41.0,-41.0,-20.0,10.0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2020-08-27,United Arab Emirates,-22.0,-5.0,-42.0,-41.0,-20.0,11.0,0,1,0,1,0,0,1,4.0,-0.0071999999999999,0.25,0.25,0.0,0.0,1.0,1.0,0.0,0.3162894639408654,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1
2020-08-28,United Arab Emirates,-30.0,-11.0,-55.0,-47.0,-13.0,10.0,1,1,0,1,0,0,1,2.0,-0.1806,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1806,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
2020-08-29,United Arab Emirates,-23.0,-5.0,-46.0,-42.0,-11.0,8.0,0,1,0,0,0,0,1,3.0,0.6825333333333333,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2158285945425726,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2020-08-30,United Arab Emirates,-18.0,2.0,-38.0,-40.0,-21.0,9.0,0,1,0,1,0,0,1,2.0,-0.2730499999999999,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.2988499999999999,0.0,0.0,0.0,0.0,1.0,fear,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,United Arab Emirates,-21.0,-3.0,-40.0,-41.0,-22.0,10.0,0,1,0,1,0,0,1,5.0,-0.1784,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3567999999999999,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
2020-09-01,United Arab Emirates,-22.0,-3.0,-40.0,-40.0,-21.0,10.0,0,1,0,1,0,0,1,3.0,0.1646333333333333,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.2328266928186905,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1
2020-09-02,United Arab Emirates,-22.0,-4.0,-40.0,-41.0,-21.0,10.0,0,1,0,1,0,0,1,4.0,0.773025,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1956428043016149,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2020-09-03,United Arab Emirates,-22.0,-3.0,-40.0,-41.0,-21.0,10.0,0,1,0,1,0,0,1,1.0,0.5426,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
2020-09-04,United Arab Emirates,-27.0,-8.0,-50.0,-45.0,-15.0,9.0,1,1,0,1,0,0,1,2.0,0.80355,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.19105,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2020-09-05,United Arab Emirates,-21.0,-3.0,-42.0,-42.0,-13.0,7.0,0,1,0,0,0,0,1,2.0,0.2478999999999999,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.4117999999999999,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1
2020-09-06,United Arab Emirates,-18.0,1.0,-35.0,-39.0,-21.0,9.0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1
2020-09-07,United Arab Emirates,-21.0,-3.0,-38.0,-40.0,-21.0,10.0,0,1,0,1,0,0,1,3.0,0.8805999999999999,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0762579831886472,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2020-09-08,United Arab Emirates,-21.0,-3.0,-38.0,-40.0,-22.0,10.0,0,1,0,1,0,0,1,4.0,0.486275,0.25,0.75,0.0,1.0,1.0,0.0,1.0,0.6355259096803215,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1
2020-09-09,United Arab Emirates,-23.0,-5.0,-39.0,-41.0,-21.0,9.0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1
2020-09-10,United Arab Emirates,-21.0,-3.0,-38.0,-38.0,-21.0,10.0,0,1,0,1,0,0,1,2.0,0.4630999999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0956999999999999,1.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1
2020-09-11,United Arab Emirates,-27.0,-8.0,-48.0,-45.0,-16.0,9.0,1,1,0,1,0,0,1,2.0,0.37935,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.37935,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
2020-09-12,United Arab Emirates,-22.0,-3.0,-39.0,-42.0,-13.0,7.0,0,1,0,0,0,0,1,5.0,0.3656399999999999,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.7248137460065172,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
2020-09-13,United Arab Emirates,-19.0,0.0,-32.0,-39.0,-20.0,9.0,0,1,0,1,0,0,1,3.0,-0.1345666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.6363869699762524,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
2020-09-14,United Arab Emirates,-22.0,-4.0,-36.0,-40.0,-19.0,10.0,0,1,0,1,0,0,1,7.0,0.0552571428571428,0.4285714285714285,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.4238469328059123,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
2020-09-15,United Arab Emirates,-22.0,-4.0,-36.0,-40.0,-19.0,10.0,0,1,0,1,0,0,1,3.0,0.4723666666666666,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,0.3965311281041572,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1
2020-09-16,United Arab Emirates,-22.0,-5.0,-36.0,-40.0,-20.0,10.0,0,1,0,1,0,0,1,6.0,0.14275,0.1666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.4241931704227843,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1
2020-09-17,United Arab Emirates,-23.0,-5.0,-38.0,-41.0,-21.0,11.0,0,1,0,1,0,0,1,4.0,-0.066625,0.25,0.25,0.0,0.0,1.0,0.0,1.0,0.3022615620203799,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1
2020-09-18,United Arab Emirates,-28.0,-11.0,-47.0,-46.0,-15.0,10.0,1,1,0,1,0,0,1,2.0,-0.1296999999999999,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6871,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
2020-09-19,United Arab Emirates,-23.0,-7.0,-40.0,-43.0,-13.0,8.0,0,1,0,0,0,0,1,3.0,0.4704666666666666,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,0.3889848097576848,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
2020-09-20,United Arab Emirates,-21.0,-4.0,-35.0,-40.0,-19.0,10.0,0,1,0,1,0,0,1,1.0,0.6249,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0
2020-09-21,United Arab Emirates,-24.0,-7.0,-38.0,-41.0,-21.0,10.0,0,1,0,1,0,0,1,3.0,0.1147666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.5763505087087968,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1
2020-09-22,United Arab Emirates,-26.0,-8.0,-41.0,-42.0,-20.0,10.0,1,1,0,1,0,0,1,3.0,0.6308666666666667,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,0.4474251172604814,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0
2020-09-23,United Arab Emirates,-27.0,-9.0,-44.0,-43.0,-20.0,11.0,1,1,0,1,0,0,1,3.0,0.2474333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.5050837972279671,1.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1
2020-09-24,United Arab Emirates,-26.0,-8.0,-43.0,-43.0,-20.0,12.0,1,1,0,1,0,0,1,3.0,-0.0258999999999999,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.7132044073522448,0.0,0.0,0.0,1.0,0.0,anxiety,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
2020-09-25,United Arab Emirates,-31.0,-12.0,-49.0,-47.0,-15.0,10.0,1,1,0,1,0,0,1,1.0,0.9907,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1
2020-09-26,United Arab Emirates,-26.0,-7.0,-45.0,-43.0,-12.0,8.0,1,1,0,0,0,0,1,4.0,0.8296,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0389867285111228,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2020-09-27,United Arab Emirates,-22.0,-3.0,-41.0,-40.0,-19.0,10.0,0,1,0,1,0,0,1,2.0,0.89865,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0814499999999999,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1
2020-09-28,United Arab Emirates,-25.0,-7.0,-44.0,-41.0,-19.0,11.0,0,1,0,1,0,0,1,2.0,0.11315,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11315,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
2020-09-29,United Arab Emirates,-24.0,-5.0,-42.0,-40.0,-19.0,10.0,0,1,0,1,0,0,1,3.0,0.645,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1328308950006234,0.0,0.0,0.0,0.0,1.0,fear,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1
