premise,conclusion,support,support_pct,confidence,lift,leverage,cross_domain,conviction,obviousness_penalty,stat_strength,temporal_validity,composite_score
"grocery_spike, high_positive_sentiment",calm_mobile_baseline,103,15.350223546944855,85.43689320388349,2.155193809767136,0.0702956860881172,True,4.144560357675111,0.0,0.4976733268121961,0.5,0.5240693307248785
"grocery_spike, vaccine_mentioned",calm_mobile_baseline,176,26.229508196721312,79.54545454545455,2.006578947368421,0.1046639466419095,True,2.9508196721311473,0.0,0.4617083875978649,0.5,0.509683355039146
"health_concern, calm_mobile_baseline",grocery_spike,137,20.417287630402384,77.37226277372264,1.8152723189219544,0.0709486697124428,True,2.5356953992596525,0.2,0.17516636556837203,0.5,0.3750665462273488
"residential_increase, sentiment_improved",high_positive_sentiment,92,13.710879284649776,75.0,1.9505813953488371,0.050113161617889,True,2.461997019374069,0.0,0.10819305965705206,0.5,0.3682772238628208
"grocery_spike, sentiment_improved",high_positive_sentiment,82,12.220566318926975,75.60975609756098,1.9664397806768763,0.0454112353161973,True,2.5235469448584205,0.0,0.1064659268506366,0.5,0.36758637074025463
calm_mobile_baseline,grocery_spike,266,39.642324888226526,83.83458646616542,1.966888374783112,0.1633725049473504,False,3.549370949294701,0.4,0.7673265615070787,0.0,0.26693062460283146
"grocery_spike, weekend",calm_mobile_baseline,82,12.220566318926975,87.8048780487805,2.214927562809463,0.0588573674987395,False,4.9493293591654295,0.2,0.5284969215416768,0.0,0.1913987686166707
"sentiment_improved, solidarity_messages",high_positive_sentiment,114,16.98956780923994,78.94736842105263,2.053243574051407,0.0688031520896586,False,2.923621460506707,0.2,0.31898168329682763,0.0,0.10759267331873106
