premise,conclusion,support,support_pct,confidence,lift,leverage,cross_domain
"mobility_drop_transit, severe_lockdown_behavior_lead2",severe_lockdown_behavior,87,13.24200913242009,90.80459770114942,6.857312722948871,0.1027084506161256,False
"mobility_drop_transit, severe_lockdown_behavior_lead2",severe_lockdown_behavior_lead7,87,13.24200913242009,88.50574712643679,6.68370986920333,0.0996643105856842,False
"mobility_drop_transit, severe_lockdown_behavior_lead7",severe_lockdown_behavior,85,12.93759512937595,94.11764705882352,7.107505070993915,0.104633625932181,False
"mobility_drop_transit, severe_lockdown_behavior_lead7",severe_lockdown_behavior_lead2,85,12.93759512937595,90.58823529411765,6.840973630831644,0.1000674158865189,False
"mobility_drop_transit, sentiment_improved_lead2",high_positive_sentiment_lead2,110,16.7427701674277,76.36363636363637,1.967486631016043,0.06287052674742673,True
"mobility_drop_workplace, residential_increase",mobility_drop_workplace_lead2,107,16.28614916286149,79.43925233644859,4.87771857804175,0.10285208583826211,False
"mobility_drop_workplace, dominant_emotion_fear",mobility_drop_workplace_lead2,90,13.698630136986301,81.11111111111111,4.980373831775701,0.08880131773732824,True
"mobility_drop_workplace, dominant_emotion_fear",mobility_drop_workplace_lead7,90,13.698630136986301,78.88888888888889,4.8439252336448595,0.08575717770688684,True
"mobility_drop_workplace, covid_topic_detected",mobility_drop_workplace_lead2,97,14.76407914764079,81.44329896907216,5.000770787166394,0.09619853167735821,True
"mobility_drop_workplace, covid_topic_detected",mobility_drop_workplace_lead7,97,14.76407914764079,79.38144329896907,4.874168995086232,0.09315439164691681,True
"mobility_drop_workplace, lockdown_mentioned",mobility_drop_workplace_lead2,68,10.350076103500761,83.82352941176471,5.146921385376581,0.06990170254072174,True
"mobility_drop_workplace, lockdown_mentioned",mobility_drop_workplace_lead7,68,10.350076103500761,88.23529411764706,5.417811984606927,0.07446791258638384,True
"mobility_drop_workplace, health_concern",lockdown_mentioned,70,10.6544901065449,75.71428571428571,2.357549085985105,0.046452094178371775,True
"mobility_drop_workplace, health_concern",mobility_drop_workplace_lead2,70,10.6544901065449,81.42857142857143,4.999866488651536,0.06940592935463769,True
"mobility_drop_workplace, health_concern",mobility_drop_workplace_lead7,70,10.6544901065449,80.0,4.912149532710281,0.06788385933941699,True
"mobility_drop_workplace, dominant_emotion_fear_lag1",mobility_drop_workplace_lead2,90,13.698630136986301,83.33333333333334,5.116822429906542,0.09184545776776964,True
"mobility_drop_workplace, dominant_emotion_fear_lag1",mobility_drop_workplace_lead7,90,13.698630136986301,77.77777777777779,4.775700934579439,0.08423510769166614,True
